profile,combo,branch,meta,data_dir,resolved_feature_profile,macro_RMSE_pp,macro_MRE_pct,macro_R2,macro_MaxRE_pct,train_samples,test_samples,fit_seconds,evaluate_seconds,write_seconds,total_seconds,n_jobs,xgb_n_jobs,prediction_cache_reused,metadata_filter,physical_range_filter,label_closure_filter,duplicate_filter,run_dir,duplicate_filter_before_samples,duplicate_filter_after_samples,duplicate_filter_removed_samples,duplicate_filter_before_unique_mixtures,duplicate_filter_after_unique_mixtures
v3_raw_no_env,pls_ridge,pls,ridge,D:\mydate\项目资料__多模态掺氢天然气\04_代码与实验\code\V3_正式实验\outputs\exp01_traditional,v3_waveform_dual_channel_four,11.153357736360654,169.92132170928875,-1.7706905608053012,2342.992401367712,20,10,0.0015562000044155866,0.00847549999889452,0.006748100000550039,0.016779800003860146,1,1,False,none,none,none,per_mixture_limit,outputs\exp01_traditional_dup3_smoke\four_component_dup3_smoke_grid_v3_raw_no_env\pls_ridge,40000,16281,23719,5427,5427
