component,RMSE,MAE,MAPE,MaxAPE,R2,MRE,MaxRE
H2,3.4229684337446855,2.855819833939621,384.5189399699134,119880.86351918028,0.8067224590414448,3.8451893996991338,1198.8086351918028
CH4,4.233547670959291,3.310391417149719,4.832719039603405,58.85825845515973,0.8168383841702642,0.04832719039603405,0.5885825845515973
CO2,3.777320146065806,3.0578117261483637,640.5716743481988,165935.78998616262,-0.08069422579214747,6.405716743481988,1659.3578998616263
N2,6.086726039475618,5.274389587972037,992.8024956166059,811798.1853069457,-0.10285049425334636,9.928024956166059,8117.981853069457
