profile,combo,branch,meta,data_dir,resolved_feature_profile,macro_RMSE_pp,macro_MRE_pct,macro_R2,macro_MaxRE_pct,train_samples,test_samples,fit_seconds,evaluate_seconds,write_seconds,total_seconds,n_jobs,xgb_n_jobs,prediction_cache_reused,metadata_filter,physical_range_filter,label_closure_filter,duplicate_filter,run_dir
v3_raw_no_env,pls_pls,pls,pls,D:\mydate\项目资料__多模态掺氢天然气\04_代码与实验\code\V3_正式实验\outputs\exp01_traditional,v3_waveform_dual_channel_four,141.68523663669248,325.02502607501896,-5104.138226136953,2867.139056185737,80,20,0.0028902999983984046,0.006167799998365808,0.0056134999977075495,0.014671599994471762,1,1,True,none,none,none,none,outputs\exp01_traditional_speed_smoke_cache\four_component_speed_cache_grid_v3_raw_no_env\pls_pls
v3_raw_no_env,pls_ridge,pls,ridge,D:\mydate\项目资料__多模态掺氢天然气\04_代码与实验\code\V3_正式实验\outputs\exp01_traditional,v3_waveform_dual_channel_four,6.427421940292756,246.41539433217855,-3.6131048933424963,2912.513090431512,80,20,0.0016582999960519373,0.008782099997915793,0.007259899997734465,0.017700299991702195,1,1,False,none,none,none,none,outputs\exp01_traditional_speed_smoke_cache\four_component_speed_cache_grid_v3_raw_no_env\pls_ridge
