model,component,RMSE_pp,MAE_pp,MRE_pct,R2,MaxRE_pct
acoustic,H2,7.9889053986475425,5.797054970629081,135.83205136006083,-0.34040100226847225,411.8134329958574
acoustic,CH4,12.211919736865667,9.636284083388393,13.312273117043311,-0.6009207748998051,41.97293223181759
acoustic,CO2,6.433307798820915,5.510426230149724,136.28184459500466,-2.707433982485457,551.7356284066487
acoustic,N2,8.427396472848159,6.787193766225251,304.16522754552767,-0.5172505327823274,1722.4150059129759
optical,H2,722.4490469921001,651.0241492056846,38366.320887832844,-10960.617209985636,95181.52513739013
optical,CH4,9.490312654665809,7.389693069458008,9.935437997629418,0.03314132409895354,35.13341211583566
optical,CO2,4.630281454747679,3.891171243190766,108.12833610570213,-0.9205231508774092,310.37013155634645
optical,N2,8.724114947812168,7.208917008042334,406.01912499822436,-0.625972532440092,2946.8136317306294
thermal,H2,5.382360315567438,4.229572891032656,172.61532047295898,0.3915768609410264,403.30518592643665
thermal,CH4,10.325406626531782,8.67460092457883,11.602888052797619,-0.14450128693660336,31.949567575108663
thermal,CO2,3.5816153005342293,3.208393220625285,85.77896514701253,-0.14911273746523457,242.79060671060125
thermal,N2,6.06064306922539,5.4285677690272705,269.59134539245053,0.2152923942666849,1805.3240446797406
fixed_average,H2,239.09221846647358,216.21853674961304,12725.849008367659,-1199.5799063409333,31481.43603850579
fixed_average,CH4,9.772084594885753,7.254981151785759,9.899489363869874,-0.025123982422133206,36.35197064092063
fixed_average,CO2,3.3170856734687377,2.9751152456238605,70.25324792493734,0.014360402939518235,193.87290804443916
fixed_average,N2,6.834520958464086,5.748137825043967,321.7250027645417,0.0021009578721598032,2158.184227441115
dynamic_average,H2,5.244057353872022,3.9960193145377283,151.6775235103265,0.4224427328243273,364.00249169138596
dynamic_average,CH4,11.291270455310393,9.130176619817476,12.459672198169628,-0.36863479836834445,41.8448669487976
dynamic_average,CO2,3.5777307568965204,3.205681730039239,85.70169087667553,-0.14662148279971943,242.2885990302388
dynamic_average,N2,6.07690821762892,5.44294592454961,270.02716683271814,0.21107485092188638,1805.233122222468
dynamic_ridge,H2,6.158884155418899,5.051385860432754,238.50961469998754,0.20335605835725612,541.7277527429228
dynamic_ridge,CH4,27.28713832617862,16.65339988846098,24.667433576714465,-6.99314962903555,134.24993127337066
dynamic_ridge,CO2,3.2808053738918934,2.7599224237362305,70.18823857625071,0.03580316712326992,191.17986224979487
dynamic_ridge,N2,7.886603089953202,7.6705814089808,346.3199999842022,-0.32877183966618095,2342.992401367712
