profile,combo,branch,meta,data_dir,resolved_feature_profile,macro_RMSE_pp,macro_MRE_pct,macro_R2,macro_MaxRE_pct,train_samples,test_samples,fit_seconds,evaluate_seconds,write_seconds,total_seconds,n_jobs,xgb_n_jobs,prediction_cache_reused,metadata_filter,physical_range_filter,label_closure_filter,duplicate_filter,run_dir
v3_raw_no_env,pls_ridge,pls,ridge,D:\mydate\项目资料__多模态掺氢天然气\04_代码与实验\code\V3_正式实验\outputs\exp01_traditional,v3_waveform_dual_channel_four,4.130226997309782,287.50471794242134,-1.6423663579814687,1109.6890110459951,40,10,0.0024950000006356277,0.008251500003098045,0.006447599997045472,0.017194100000779144,1,1,False,none,none,none,none,outputs\exp01_traditional_ui_smoke\four_component_ui_smoke_grid_v3_raw_no_env\pls_ridge
