sample_id,V_TCS,T_C,P_MPa,H_RH
W00053,1.1105777025222778,22.63990020751953,0.5776000022888184,33.92409896850586
W00054,1.1318408250808716,22.63990020751953,0.5776000022888184,33.92409896850586
W00055,1.1318408250808716,22.63990020751953,0.5776000022888184,33.92409896850586
W00056,1.1311321258544922,22.63990020751953,0.5776000022888184,33.92409896850586
W00057,1.1131139993667603,22.63990020751953,0.5776000022888184,33.92409896850586
W00058,1.132891058921814,22.63990020751953,0.5776000022888184,33.92409896850586
W00059,1.132891058921814,22.63990020751953,0.5776000022888184,33.92409896850586
W00060,1.1322318315505981,22.63990020751953,0.5776000022888184,33.92409896850586
W00061,1.114595890045166,22.63990020751953,0.5776000022888184,33.92409896850586
W00062,1.1293843984603882,22.63990020751953,0.5776000022888184,33.92409896850586
W00063,1.1293843984603882,22.63990020751953,0.5776000022888184,33.92409896850586
W00064,1.1288914680480957,22.63990020751953,0.5776000022888184,33.92409896850586
W00065,1.1140934228897095,23.823200225830078,0.30090001225471497,71.6404037475586
W00066,1.2650282382965088,23.823200225830078,0.30090001225471497,71.6404037475586
W00067,1.2650282382965088,23.823200225830078,0.30090001225471497,71.6404037475586
W00068,1.259997010231018,23.823200225830078,0.30090001225471497,71.6404037475586
W00069,1.1231247186660767,23.823200225830078,0.30090001225471497,71.6404037475586
W00070,1.247262954711914,23.823200225830078,0.30090001225471497,71.6404037475586
W00071,1.247262954711914,23.823200225830078,0.30090001225471497,71.6404037475586
W00072,1.243125081062317,23.823200225830078,0.30090001225471497,71.6404037475586
W00073,1.1172397136688232,23.823200225830078,0.30090001225471497,71.6404037475586
W00074,1.4443223476409912,23.823200225830078,0.30090001225471497,71.6404037475586
W00075,1.4443223476409912,23.823200225830078,0.30090001225471497,71.6404037475586
W00076,1.4334195852279663,23.823200225830078,0.30090001225471497,71.6404037475586
W00077,1.1036924123764038,23.823200225830078,0.30090001225471497,71.6404037475586
W00078,1.4242812395095825,23.823200225830078,0.30090001225471497,71.6404037475586
W00079,1.4242812395095825,23.823200225830078,0.30090001225471497,71.6404037475586
W00080,1.4135949611663818,23.823200225830078,0.30090001225471497,71.6404037475586
W00081,1.053578495979309,15.172800064086914,0.1031000018119812,52.79880142211914
W00082,1.0936150550842285,15.172800064086914,0.1031000018119812,52.79880142211914
W00083,1.0936150550842285,15.172800064086914,0.1031000018119812,52.79880142211914
W00084,1.0922805070877075,15.172800064086914,0.1031000018119812,52.79880142211914
W00085,1.040299415588379,15.172800064086914,0.1031000018119812,52.79880142211914
W00086,1.0955820083618164,15.172800064086914,0.1031000018119812,52.79880142211914
W00087,1.0955820083618164,15.172800064086914,0.1031000018119812,52.79880142211914
W00088,1.0937392711639404,15.172800064086914,0.1031000018119812,52.79880142211914
W00089,1.0472906827926636,15.172800064086914,0.1031000018119812,52.79880142211914
W00090,1.061363697052002,15.172800064086914,0.1031000018119812,52.79880142211914
W00091,1.061363697052002,15.172800064086914,0.1031000018119812,52.79880142211914
W00092,1.0608946084976196,15.172800064086914,0.1031000018119812,52.79880142211914
W00093,1.057356834411621,15.172800064086914,0.1031000018119812,52.79880142211914
W00094,1.066614031791687,15.172800064086914,0.1031000018119812,52.79880142211914
W00095,1.066614031791687,15.172800064086914,0.1031000018119812,52.79880142211914
W00096,1.0663055181503296,15.172800064086914,0.1031000018119812,52.79880142211914
W00097,1.058576226234436,16.016700744628906,0.2206999957561493,39.03670120239258
W00098,1.2491244077682495,16.016700744628906,0.2206999957561493,39.03670120239258
W00099,1.2491244077682495,16.016700744628906,0.2206999957561493,39.03670120239258
W00100,1.2427728176116943,16.016700744628906,0.2206999957561493,39.03670120239258
W00101,1.0710091590881348,16.016700744628906,0.2206999957561493,39.03670120239258
W00102,1.117546558380127,16.016700744628906,0.2206999957561493,39.03670120239258
W00103,1.117546558380127,16.016700744628906,0.2206999957561493,39.03670120239258
W00104,1.1159952878952026,16.016700744628906,0.2206999957561493,39.03670120239258
W00105,1.0553085803985596,16.016700744628906,0.2206999957561493,39.03670120239258
W00106,1.1464736461639404,16.016700744628906,0.2206999957561493,39.03670120239258
W00107,1.1464736461639404,16.016700744628906,0.2206999957561493,39.03670120239258
W00108,1.1434348821640015,16.016700744628906,0.2206999957561493,39.03670120239258
W00109,1.0628390312194824,16.016700744628906,0.2206999957561493,39.03670120239258
W00110,1.0958449840545654,16.016700744628906,0.2206999957561493,39.03670120239258
W00111,1.0958449840545654,16.016700744628906,0.2206999957561493,39.03670120239258
W00112,1.0947448015213013,16.016700744628906,0.2206999957561493,39.03670120239258
W00113,1.0886306762695312,20.179399490356445,0.6363999843597412,34.926300048828125
W00114,1.2077423334121704,20.179399490356445,0.6363999843597412,34.926300048828125
W00115,1.2077423334121704,20.179399490356445,0.6363999843597412,34.926300048828125
W00116,1.203771948814392,20.179399490356445,0.6363999843597412,34.926300048828125
W00117,1.089930534362793,20.179399490356445,0.6363999843597412,34.926300048828125
W00118,1.4532257318496704,20.179399490356445,0.6363999843597412,34.926300048828125
W00119,1.4532257318496704,20.179399490356445,0.6363999843597412,34.926300048828125
W00120,1.4411158561706543,20.179399490356445,0.6363999843597412,34.926300048828125
W00121,1.0929385423660278,20.179399490356445,0.6363999843597412,34.926300048828125
W00122,1.10102379322052,20.179399490356445,0.6363999843597412,34.926300048828125
W00123,1.10102379322052,20.179399490356445,0.6363999843597412,34.926300048828125
W00124,1.1007543802261353,20.179399490356445,0.6363999843597412,34.926300048828125
W00125,1.0763639211654663,20.179399490356445,0.6363999843597412,34.926300048828125
W00126,1.3660390377044678,20.179399490356445,0.6363999843597412,34.926300048828125
W00127,1.3660390377044678,20.179399490356445,0.6363999843597412,34.926300048828125
W00128,1.356383204460144,20.179399490356445,0.6363999843597412,34.926300048828125
