profile,combo,branch,meta,data_dir,resolved_feature_profile,macro_RMSE_pp,macro_MRE_pct,macro_R2,macro_MaxRE_pct,train_samples,test_samples,fit_seconds,evaluate_seconds,write_seconds,total_seconds,n_jobs,xgb_n_jobs,metadata_filter,physical_range_filter,label_closure_filter,duplicate_filter,run_dir
v3_raw_no_env,pls_ridge,pls,ridge,D:\mydate\项目资料__多模态掺氢天然气\04_代码与实验\code\V3_正式实验\outputs\exp01_traditional,v3_waveform_dual_channel_four,6.427421940292756,246.41539433217855,-3.6131048933424963,2912.513090431512,80,20,0.0016124000030686148,0.008684100001119077,0.00887009999860311,0.0191666000027908,1,1,none,none,none,none,outputs\exp01_traditional_speed_smoke\four_component_speed_smoke_grid_v3_raw_no_env\pls_ridge
