model,component,RMSE_pp,MAE_pp,MRE_pct,R2,MaxRE_pct
acoustic,H2,13.093699591994557,10.062877863645554,571.4407993932869,,1314.1571791002916
acoustic,CH4,8.746237324489138,8.357562065124512,10.52241126673628,-10.092786022691419,16.770811895147457
acoustic,CO2,4.848085818482457,4.517025798559189,439.7215089822972,,627.8411525266062
acoustic,N2,7.8945658215131465,6.930069446563721,38.28315023413384,-8.037647728303302,61.436224504534344
optical,H2,3.584238417168638,2.6584155559539795,150.9634848994923,,354.1496026314013
optical,CH4,3.576125131154676,2.7351675033569336,3.4414721556244836,-0.8544858925696468,8.845721298655842
optical,CO2,3.377488305265784,2.7883287966251373,271.4370474443355,,592.7908135058694
optical,N2,5.326147885564622,4.128355503082275,21.850397498111636,-3.11363117813253,45.04974396206903
thermal,H2,0.9555464386940002,0.9555464386940002,54.262630251868174,,54.262630251868174
thermal,CH4,3.8821621086707983,2.8592147827148438,3.468757333502436,-1.1854730399859412,6.6362662647657595
thermal,CO2,6.634294033050537,6.634294033050537,645.8324378345935,,645.8324378345935
thermal,N2,3.909709590198581,2.8965096473693848,14.869152783435297,-1.2166029574558954,27.880152293941947
fixed_average,H2,4.683977280477419,3.6958916634321213,209.8786565076635,,507.00432092952826
fixed_average,CH4,4.040960800669611,3.747342109680176,4.643872890623486,-1.3679220178081386,8.665812922610693
fixed_average,CO2,4.764290652661311,4.646549701690674,452.3303468933891,,622.1548322349838
fixed_average,N2,5.578800720981837,4.651644945144653,25.000900645488343,-3.513158706752275,43.74872655071939
dynamic_average,H2,1.486367735362042,1.2914740336786137,73.33895573424147,,175.9569724754798
dynamic_average,CH4,3.6389354099936386,2.722841783512081,3.30952232326222,-0.9202015446396685,7.247615131765447
dynamic_average,CO2,5.317252702154207,4.769481354721142,464.2974452414854,,645.8323874406318
dynamic_average,N2,4.2860369593973235,3.34814445734692,17.63203446883073,-1.6638559274335036,35.41484759455134
dynamic_ridge,H2,9.341683549500207,8.117719042810837,460.9810356371949,,804.1473667506065
dynamic_ridge,CH4,15.739159672056559,14.140887200637799,17.851989048081236,-34.92205745265879,28.71448950733389
dynamic_ridge,CO2,3.504630511280759,3.433539088248514,334.2467048817662,,382.8520161042491
dynamic_ridge,N2,8.113302018271595,6.838272519875319,37.17234408801456,-8.545401380531683,64.45592930869478
