sample_id,V_TCS,T_C,P_MPa,H_RH
W00001,1.0941576957702637,21.721599578857422,0.6450999975204468,76.53140258789062
W00002,1.3041249513626099,21.721599578857422,0.6450999975204468,76.53140258789062
W00003,1.3041249513626099,21.721599578857422,0.6450999975204468,76.53140258789062
W00004,1.2341358661651611,21.721599578857422,0.6450999975204468,76.53140258789062
W00005,1.1095921993255615,21.721599578857422,0.6450999975204468,76.53140258789062
W00006,1.6002129316329956,21.721599578857422,0.6450999975204468,76.53140258789062
W00007,1.6002129316329956,21.721599578857422,0.6450999975204468,76.53140258789062
W00008,1.4366726875305176,21.721599578857422,0.6450999975204468,76.53140258789062
W00009,1.09865403175354,21.721599578857422,0.6450999975204468,76.53140258789062
W00010,1.3554517030715942,21.721599578857422,0.6450999975204468,76.53140258789062
W00011,1.3554517030715942,21.721599578857422,0.6450999975204468,76.53140258789062
W00012,1.2698525190353394,21.721599578857422,0.6450999975204468,76.53140258789062
W00013,1.1095913648605347,21.721599578857422,0.6450999975204468,76.53140258789062
W00014,1.5795087814331055,21.721599578857422,0.6450999975204468,76.53140258789062
W00015,1.5795087814331055,21.721599578857422,0.6450999975204468,76.53140258789062
W00016,1.4228695631027222,21.721599578857422,0.6450999975204468,76.53140258789062
